elapsed_s,produced,acked,send_rejects,delivery_errors,consumed,duplicates,reordered,open_gaps,parse_errors,win_p50_us,win_p99_us,win_max_us,rss_mib,producer_retries,producer_lib_errors,rebalances,consumer_restarts,wedges
5753,5753800,5753800,0,0,5769722,16033,10953,111,0,12213,17606,17979,10.6,0,0,4,6,0
5763,5763800,5763800,0,0,5779722,16033,10953,111,0,12614,18006,20011,10.7,0,0,4,6,0
5773,5773800,5773800,0,0,5789722,16033,10953,111,0,12319,17387,19188,10.7,0,0,4,6,0
5783,5783800,5783800,0,0,5799722,16033,10953,111,0,12940,17256,22082,10.7,0,0,4,6,0
5793,5793800,5793800,0,0,5809689,16050,11186,136,0,11666,214434,315802,11.3,0,0,6,6,0
5803,5803850,5803800,0,0,5819689,16050,11186,136,0,12315,17719,18902,11.2,0,0,6,6,0
5813,5813850,5813850,0,0,5829732,16050,11186,136,0,13796,17335,25123,11.2,0,0,6,6,0
5823,5823850,5823850,0,0,5839756,16050,11186,136,0,12624,17048,17221,11.2,0,0,6,6,0
5833,5833850,5833850,0,0,5849746,16050,11186,136,0,13401,17163,29270,11.2,0,0,6,6,0
5843,5843850,5843850,0,0,5859748,16050,11186,136,0,11909,18793,24576,11.1,0,0,6,6,0
5853,5853850,5853850,0,0,5869748,16050,11186,136,0,11663,19135,24611,11.1,0,0,6,6,0
5863,5863900,5863850,0,0,5879730,16050,11186,136,0,12626,17893,20077,11.0,0,0,6,6,0
5873,5873900,5873850,0,0,5889740,16050,11186,136,0,11697,16820,20230,11.0,0,0,6,6,0
5883,5883900,5883850,0,0,5899748,16050,11186,136,0,11662,18730,19321,11.0,0,0,6,6,0
5893,5893900,5893900,0,0,5909781,16050,11186,136,0,12373,17079,24308,11.0,0,0,6,6,0
5903,5903900,5903900,0,0,5919789,16050,11186,136,0,11574,18730,27777,11.0,0,0,6,6,0
5913,5913900,5913900,0,0,5929773,16050,11186,136,0,12031,19308,28920,10.8,0,0,6,6,0
5923,5923900,5923900,0,0,5939781,16050,11186,136,0,12208,19940,40543,10.8,0,0,6,6,0
5933,5933950,5933900,0,0,5949798,16050,11186,136,0,12254,19910,25388,10.8,0,0,6,6,0
5943,5943950,5943900,0,0,5959797,16050,11186,136,0,12363,19338,72008,10.8,0,0,6,6,0
5953,5953950,5953900,0,0,5969797,16050,11186,136,0,12210,18578,26669,10.8,0,0,6,6,0
5963,5963950,5963950,0,0,5979847,16050,11186,136,0,12696,18689,21567,10.8,0,0,6,6,0
5973,5973950,5973950,0,0,5989840,16050,11186,136,0,11466,17196,22637,10.6,0,0,6,6,0
5983,5983950,5983950,0,0,5999847,16050,11186,136,0,12468,17312,22081,10.6,0,0,6,6,0
5994,5993950,5993950,0,0,6010102,16288,11841,136,0,12694,1343895,1644227,13.1,0,0,8,6,0
6004,6003950,6003950,0,0,6020102,16288,11841,136,0,12225,17344,27935,13.1,0,0,8,6,0
6014,6013950,6013950,0,0,6030102,16288,11841,136,0,12584,17857,18992,13.1,0,0,8,6,0
6024,6024000,6023950,0,0,6040102,16288,11841,136,0,12569,19147,27662,13.1,0,0,8,6,0
6034,6034000,6034000,0,0,6050102,16288,11841,136,0,12344,18290,19029,13.1,0,0,8,6,0
6044,6044000,6044000,0,0,6060152,16288,11841,136,0,12131,20550,25530,13.1,0,0,8,6,0
6054,6054000,6054000,0,0,6070152,16288,11841,136,0,12016,17648,20588,13.1,0,0,8,6,0
6064,6064000,6064000,0,0,6080152,16288,11841,136,0,11971,18006,19248,13.1,0,0,8,6,0
6074,6074000,6074000,0,0,6090152,16288,11841,136,0,12575,17027,17303,13.1,0,0,8,6,0
6084,6084000,6084000,0,0,6100152,16288,11841,136,0,12484,17571,17860,13.0,0,0,8,6,0
6094,6094000,6094000,0,0,6110152,16288,11841,136,0,12584,18626,23749,13.0,0,0,8,6,0
6104,6104050,6104000,0,0,6120152,16288,11841,136,0,12684,17608,21761,12.8,0,0,8,6,0
6114,6114050,6114000,0,0,6130152,16288,11841,136,0,12194,18478,25409,12.8,0,0,8,6,0
6124,6124050,6124050,0,0,6140202,16288,11841,136,0,12390,18249,27238,12.8,0,0,8,6,0
6134,6134050,6134050,0,0,6150202,16288,11841,136,0,11826,16890,22569,12.7,0,0,8,6,0
6144,6144050,6144050,0,0,6160202,16288,11841,136,0,11788,18181,20431,12.7,0,0,8,6,0
6154,6154050,6154050,0,0,6170202,16288,11841,136,0,11918,17583,25077,12.6,0,0,8,6,0
6164,6164050,6164050,0,0,6180202,16288,11841,136,0,13386,17942,20786,12.5,0,0,8,6,0
6174,6174100,6174050,0,0,6190202,16288,11841,136,0,12132,17037,21965,12.5,0,0,8,6,0
6184,6184100,6184050,0,0,6200202,16288,11841,136,0,11977,16591,17797,12.6,0,0,8,6,0
6194,6194100,6194100,0,0,6210252,16288,11841,136,0,12815,17317,19088,12.3,0,0,8,6,0
6204,6204100,6204100,0,0,6220252,16288,11841,136,0,12366,20893,30997,12.3,0,0,8,6,0
6214,6214100,6214100,0,0,6230252,16288,11841,136,0,11979,17603,19863,12.3,0,0,8,6,0
6224,6224100,6224100,0,0,6240252,16288,11841,136,0,12549,17174,18591,12.2,0,0,8,6,0
6234,6234100,6234100,0,0,6250252,16288,11841,136,0,12217,17232,21287,12.2,0,0,8,6,0
6244,6244150,6244100,0,0,6260252,16288,11841,136,0,12652,17415,18103,12.2,0,0,8,6,0
6254,6254150,6254150,0,0,6270302,16288,11841,136,0,12207,20451,25777,11.0,0,0,8,6,0
6264,6264150,6264150,0,0,6280302,16288,11841,136,0,12518,17032,21019,10.8,0,0,8,6,0
6274,6274150,6274150,0,0,6290302,16288,11841,136,0,11971,17140,25389,10.8,0,0,8,6,0
6284,6284150,6284150,0,0,6300302,16288,11841,136,0,11950,17648,25608,10.8,0,0,8,6,0
6294,6294150,6294150,0,0,6310302,16288,11841,136,0,12385,16407,17729,11.1,0,0,8,6,0
6304,6304150,6304150,0,0,6320302,16288,11841,136,0,12249,17046,18174,11.1,0,0,5,7,0
6314,6314150,6314150,0,0,6330302,16288,11841,136,0,12217,18258,24402,11.0,0,0,5,7,0
6324,6324200,6324150,0,0,6340302,16288,11841,136,0,12968,17790,21463,11.0,0,0,5,7,0
6334,6334200,6334150,0,0,6350302,16288,11841,136,0,12149,17044,31713,11.0,0,0,5,7,0
6344,6344200,6344150,0,0,6360302,16288,11841,136,0,12270,18169,19452,11.0,0,0,5,7,0
6354,6354200,6354200,0,0,6370352,16288,11841,136,0,12533,17648,20629,11.0,0,0,5,7,0
6364,6364200,6364200,0,0,6380352,16288,11841,136,0,12466,19234,23540,11.0,0,0,5,7,0
6374,6374200,6374200,0,0,6390352,16288,11841,136,0,11982,17006,17737,11.0,0,0,5,7,0
6384,6384200,6384200,0,0,6400352,16288,11841,136,0,12086,18058,23690,11.0,0,0,5,7,0
6394,6394200,6394200,0,0,6410352,16288,11841,136,0,12340,16587,17019,11.0,0,0,5,7,0
6404,6404250,6404200,0,0,6420352,16288,11841,136,0,13173,18292,25248,11.0,0,0,5,7,0
6414,6414250,6414200,0,0,6430352,16288,11841,136,0,11563,17494,18224,11.0,0,0,5,7,0
6424,6424250,6424250,0,0,6440402,16288,11841,136,0,12751,17412,27436,11.0,0,0,5,7,0
6434,6434250,6434250,0,0,6450402,16288,11841,136,0,12662,17280,18147,11.0,0,0,5,7,0
6444,6444250,6444250,0,0,6460409,16338,11891,136,0,10997,23194,127034,11.1,0,0,5,7,0
6454,6454250,6454250,0,0,6470419,16338,11891,136,0,12711,16954,17947,11.1,0,0,5,7,0
6464,6464250,6464250,0,0,6480435,16338,11891,136,0,13348,17819,19195,11.1,0,0,5,7,0
6474,6474300,6474250,0,0,6490443,16338,11891,136,0,12066,17276,23169,11.1,0,0,5,7,0
6484,6484300,6484300,0,0,6500485,16338,11891,136,0,11471,16075,16825,11.1,0,0,5,7,0
6494,6494300,6494300,0,0,6510477,16338,11891,136,0,12225,20923,43222,11.0,0,0,5,7,0
6504,6504300,6504300,0,0,6520452,16338,11891,136,0,12429,17721,21853,11.0,0,0,5,7,0
6514,6514300,6514300,0,0,6530461,16338,11891,136,0,12000,17167,25036,11.0,0,0,5,7,0
6524,6524350,6524300,0,0,6540460,16338,11891,136,0,11779,18773,25357,10.7,0,0,5,7,0
6534,6534350,6534300,0,0,6550486,16338,11891,136,0,11787,17324,24298,10.7,0,0,5,7,0
6544,6544350,6544350,0,0,6560519,16338,11891,136,0,12043,19062,24281,10.7,0,0,5,7,0
6554,6554350,6554350,0,0,6570544,16338,11891,136,0,12580,17183,17649,10.7,0,0,5,7,0
6564,6564350,6564350,0,0,6580519,16338,11891,136,0,12539,19885,34372,10.7,0,0,5,7,0
6574,6574350,6574350,0,0,6590518,16338,11891,136,0,12748,17874,18997,10.6,0,0,5,7,0
6584,6584400,6584350,0,0,6600518,16338,11891,136,0,12534,22219,26911,10.6,0,0,5,7,0
6594,6594400,6594400,0,0,6610805,16696,12689,291,0,14498,2344223,2920966,13.8,0,0,5,7,0
6604,6604400,6604400,0,0,6620805,16696,12689,291,0,13147,24380,30438,13.8,0,0,5,7,0
6614,6614400,6614400,0,0,6630805,16696,12689,291,0,12842,22475,28623,13.8,0,0,5,7,0
6624,6624400,6624400,0,0,6640805,16696,12689,291,0,13001,20025,22035,13.8,0,0,5,7,0
6634,6634400,6634400,0,0,6650805,16696,12689,291,0,12873,22145,25691,13.8,0,0,5,7,0
6644,6644400,6644400,0,0,6660805,16696,12689,291,0,12267,18765,19067,13.4,0,0,5,7,0
6654,6654450,6654400,0,0,6670805,16696,12689,291,0,12538,19493,24895,13.4,0,0,5,7,0
6664,6664450,6664400,0,0,6680805,16696,12689,291,0,12467,18925,30769,13.3,0,0,5,7,0
6674,6674450,6674450,0,0,6690855,16696,12689,291,0,13319,18981,21648,13.3,0,0,5,7,0
6684,6684450,6684450,0,0,6700855,16696,12689,291,0,12611,17518,20062,13.3,0,0,5,7,0
6694,6694450,6694450,0,0,6710855,16696,12689,291,0,13351,20653,27620,12.9,0,0,5,7,0
6704,6704495,6704450,0,0,6720855,16696,12689,291,0,12815,17542,18090,12.9,0,0,5,7,0
6714,6714500,6714450,0,0,6730855,16696,12689,291,0,12674,19306,34833,12.9,0,0,5,7,0
6724,6724500,6724500,0,0,6740905,16696,12689,291,0,12449,17281,19199,12.9,0,0,5,7,0
6734,6734500,6734500,0,0,6750905,16696,12689,291,0,12170,18219,25788,12.8,0,0,5,7,0
6744,6744500,6744500,0,0,6760905,16696,12689,291,0,12407,17493,18476,12.8,0,0,5,7,0
6754,6754500,6754500,0,0,6770905,16696,12689,291,0,12295,19164,24495,12.7,0,0,5,7,0
6764,6764500,6764500,0,0,6780905,16696,12689,291,0,12602,17752,18275,11.9,0,0,5,7,0
6774,6774500,6774500,0,0,6790905,16696,12689,291,0,12701,18732,23700,11.9,0,0,5,7,0
6784,6784550,6784500,0,0,6800905,16696,12689,291,0,12467,17236,18539,11.9,0,0,5,7,0
6794,6794550,6794550,0,0,6810955,16696,12689,291,0,12823,18581,31522,11.9,0,0,5,7,0
6804,6804550,6804550,0,0,6820955,16696,12689,291,0,12575,17417,17679,11.4,0,0,5,7,0
6814,6814550,6814550,0,0,6830955,16696,12689,291,0,12551,17589,25386,11.4,0,0,5,7,0
6824,6824550,6824550,0,0,6840955,16696,12689,291,0,12848,17773,18503,11.4,0,0,5,7,0
6834,6834550,6834550,0,0,6850955,16696,12689,291,0,12563,17422,27668,11.4,0,0,5,7,0
6844,6844550,6844550,0,0,6860955,16696,12689,291,0,12545,17493,19726,11.4,0,0,5,7,0
6854,6854581,6854550,0,0,6870955,16696,12689,291,0,11835,17714,19070,11.4,0,0,5,7,0
6864,6864600,6864550,0,0,6880955,16696,12689,291,0,11861,17037,25319,11.4,0,0,5,7,0
6874,6874600,6874550,0,0,6890955,16696,12689,291,0,12241,17583,25188,11.4,0,0,5,7,0
6884,6884600,6884600,0,0,6901005,16696,12689,291,0,12143,17131,32356,11.4,0,0,5,7,0
6894,6894600,6894600,0,0,6911005,16696,12689,291,0,12876,17033,21020,11.7,0,0,5,7,0
6904,6904600,6904600,0,0,6921005,16696,12689,291,0,13026,17215,30422,11.3,0,0,5,7,0
6914,6914600,6914600,0,0,6931005,16696,12689,291,0,12031,16975,17836,11.0,0,0,5,7,0
6924,6924650,6924600,0,0,6941005,16696,12689,291,0,12876,17401,26381,10.9,0,0,5,7,0
6934,6934650,6934650,0,0,6951031,16696,12689,291,0,12967,16916,17808,10.9,0,0,5,7,0
6944,6944650,6944600,0,0,6961005,16696,12689,291,0,12180,17456,24339,10.9,0,0,5,7,0
6954,6954650,6954650,0,0,6971055,16696,12689,291,0,12408,17300,27332,10.9,0,0,5,7,0
6964,6964650,6964650,0,0,6981055,16696,12689,291,0,12944,17640,18413,10.9,0,0,5,7,0
6974,6974650,6974650,0,0,6991055,16696,12689,291,0,12435,17860,19116,10.9,0,0,5,7,0
6984,6984650,6984650,0,0,7001055,16696,12689,291,0,12077,17838,21340,10.7,0,0,5,7,0
6994,6994650,6994650,0,0,7011055,16696,12689,291,0,12374,17384,19491,10.7,0,0,5,7,0
7004,7004700,7004650,0,0,7021055,16696,12689,291,0,12629,17606,21465,10.7,0,0,5,7,0
7014,7014700,7014650,0,0,7031055,16696,12689,291,0,12294,17859,26393,10.7,0,0,5,7,0
7024,7024700,7024700,0,0,7041105,16696,12689,291,0,12521,16661,18049,10.7,0,0,5,7,0
7034,7034700,7034700,0,0,7051105,16696,12689,291,0,12341,17352,22799,10.7,0,0,5,7,0
7044,7044700,7044700,0,0,7061105,16696,12689,291,0,11939,19347,32725,10.7,0,0,5,7,0
7054,7054700,7054700,0,0,7071105,16696,12689,291,0,12032,16815,35335,10.4,0,0,5,7,0
7064,7064700,7064700,0,0,7081105,16696,12689,291,0,12860,17280,23863,10.4,0,0,5,7,0
7074,7074750,7074700,0,0,7091105,16696,12689,291,0,12477,17233,17940,10.4,0,0,5,7,0
7084,7084750,7084750,0,0,7101155,16696,12689,291,0,11932,16929,21943,10.5,0,0,5,7,0
7094,7094750,7094736,0,0,7102879,16696,12746,291,0,11014,426381,519850,12.0,0,0,5,7,0
7104,7104750,7104750,0,0,7102879,16696,12746,291,0,13420,19767,20175,12.0,0,0,5,7,0
7114,7114750,7114750,0,0,7102879,16696,12746,291,0,12730,20658,26423,11.7,0,0,5,7,0
7124,7124750,7124750,0,0,7121147,16696,12746,291,0,12458,18637,19585,17.2,0,0,5,7,0
7134,7134800,7134750,0,0,7126172,16696,12746,291,0,10723,16806,30637,17.2,0,0,5,7,0
7144,7144800,7144750,0,0,7161130,16696,12803,291,0,11871,20013,38943,16.8,0,0,7,7,0
7154,7154800,7154750,0,0,7171113,16696,12803,291,0,12816,18588,18936,16.8,0,0,7,7,0
7164,7164800,7164800,0,0,7181179,16696,12803,291,0,12635,21369,30718,15.7,0,0,7,7,0
7174,7174800,7174800,0,0,7191155,16696,12803,291,0,11628,16601,23239,14.9,0,0,7,7,0
7184,7184800,7184800,0,0,7201180,16696,12803,291,0,11956,18320,29440,14.9,0,0,7,7,0
7194,7194800,7194800,0,0,7211436,16927,13252,291,0,13470,1226951,1457865,16.2,0,0,9,7,0
7204,7204800,7204800,0,0,7221436,16927,13252,291,0,12296,19102,21619,16.6,0,0,5,8,0
7214,7214850,7214800,0,0,7231436,16927,13252,291,0,12824,17545,18880,16.6,0,0,5,8,0
7224,7224850,7224800,0,0,7241436,16927,13252,291,0,12216,17235,19393,16.6,0,0,5,8,0
7234,7234850,7234800,0,0,7251436,16927,13252,291,0,12217,18265,19707,16.6,0,0,5,8,0
7244,7244850,7244850,0,0,7261486,16927,13252,291,0,12290,18175,21564,15.1,0,0,5,8,0
7254,7254850,7254850,0,0,7271486,16927,13252,291,0,12413,18260,23370,15.1,0,0,5,8,0
7264,7264850,7264850,0,0,7281486,16927,13252,291,0,12283,17563,20507,14.0,0,0,5,8,0
7274,7274850,7274850,0,0,7291486,16927,13252,291,0,12237,17901,18199,14.0,0,0,5,8,0
7284,7284850,7284850,0,0,7301486,16927,13252,291,0,12808,17661,21743,13.7,0,0,5,8,0
7294,7294900,7294850,0,0,7311486,16927,13252,291,0,12803,17658,23214,13.7,0,0,5,8,0
7304,7304900,7304850,0,0,7321486,16927,13252,291,0,12326,18662,22183,13.7,0,0,5,8,0
7314,7314900,7314900,0,0,7331536,16927,13252,291,0,12668,18887,20652,13.7,0,0,5,8,0
7324,7324900,7324900,0,0,7341536,16927,13252,291,0,11899,17073,17254,13.7,0,0,5,8,0
7334,7334900,7334900,0,0,7351536,16927,13252,291,0,11920,18646,20600,13.7,0,0,5,8,0
7344,7344900,7344900,0,0,7361536,16927,13252,291,0,12475,17779,21154,13.7,0,0,5,8,0
7354,7354900,7354900,0,0,7371536,16927,13252,291,0,11805,17997,18267,13.7,0,0,5,8,0
7364,7364900,7364900,0,0,7381536,16927,13252,291,0,12179,19018,27916,13.3,0,0,5,8,0
7374,7374900,7374900,0,0,7391536,16927,13252,291,0,12122,17569,24418,13.3,0,0,5,8,0
7384,7384950,7384900,0,0,7401536,16927,13252,291,0,12187,16954,18266,13.3,0,0,5,8,0
7394,7394950,7394900,0,0,7411536,16927,13252,291,0,12466,18758,28746,13.3,0,0,5,8,0
7404,7404950,7404900,0,0,7421536,16927,13252,291,0,12390,17148,22666,13.3,0,0,5,8,0
7414,7414950,7414950,0,0,7431586,16927,13252,291,0,12446,16857,19450,13.2,0,0,5,8,0
7424,7424950,7424950,0,0,7441586,16927,13252,291,0,12546,22908,31892,13.0,0,0,5,8,0
7434,7434950,7434950,0,0,7451586,16927,13252,291,0,12910,18309,19207,11.4,0,0,5,8,0
7445,7444950,7444950,0,0,7461586,16927,13252,291,0,11785,18206,19456,11.3,0,0,5,8,0
7455,7454950,7454950,0,0,7471586,16927,13252,291,0,12313,17640,17956,11.2,0,0,5,8,0
7465,7465000,7464950,0,0,7481586,16927,13252,291,0,12309,19107,22162,10.9,0,0,5,8,0
7475,7475000,7474950,0,0,7491586,16927,13252,291,0,12324,17526,24378,10.9,0,0,5,8,0
7485,7485000,7485000,0,0,7501636,16927,13252,291,0,12757,23464,26543,10.6,0,0,5,8,0
7495,7495000,7495000,0,0,7511636,16927,13252,291,0,12554,17627,32846,10.9,0,0,5,8,0
7505,7505000,7505000,0,0,7521636,16927,13252,291,0,12707,17867,31799,10.9,0,0,5,8,0
7515,7515000,7515000,0,0,7531636,16927,13252,291,0,12075,17069,18561,10.9,0,0,5,8,0
7525,7525000,7525000,0,0,7541636,16927,13252,291,0,12969,17559,24436,10.9,0,0,5,8,0
7535,7535050,7535000,0,0,7551636,16927,13252,291,0,12344,17127,18573,10.7,0,0,5,8,0
7545,7545050,7545050,0,0,7561686,16927,13252,291,0,12724,18078,20722,10.7,0,0,5,8,0
7555,7555050,7555050,0,0,7571686,16927,13252,291,0,12774,17965,18935,10.7,0,0,5,8,0
7565,7565050,7565050,0,0,7581686,16927,13252,291,0,12570,16798,18048,10.7,0,0,5,8,0
7575,7575050,7575050,0,0,7591686,16927,13252,291,0,11883,17018,17915,10.7,0,0,5,8,0
7585,7585050,7585050,0,0,7601686,16927,13252,291,0,12701,17359,26776,10.7,0,0,5,8,0
7595,7595050,7595050,0,0,7611686,16927,13252,291,0,11826,16789,17200,10.7,0,0,5,8,0
7605,7605100,7605050,0,0,7621686,16927,13252,291,0,11961,18052,26532,10.7,0,0,5,8,0
7615,7615100,7615050,0,0,7631712,16927,13252,291,0,12621,16981,17214,10.7,0,0,5,8,0
7625,7625100,7625100,0,0,7641736,16927,13252,291,0,12317,17953,22759,10.7,0,0,5,8,0
7635,7635100,7635100,0,0,7651736,16927,13252,291,0,12687,16658,18936,10.7,0,0,5,8,0
7645,7645100,7645100,0,0,7661736,16927,13252,291,0,12292,16936,27692,10.7,0,0,5,8,0
7655,7655100,7655100,0,0,7671736,16927,13252,291,0,12848,18270,20286,10.7,0,0,5,8,0
7665,7665100,7665100,0,0,7681736,16927,13252,291,0,12361,17125,20158,10.6,0,0,5,8,0
7675,7675100,7675100,0,0,7691736,16927,13252,291,0,12240,17881,22519,10.4,0,0,5,8,0
7685,7685150,7685100,0,0,7701736,16927,13252,291,0,12835,16904,24405,10.4,0,0,5,8,0
7695,7695150,7695109,0,0,7711736,16927,13252,291,0,13183,17456,21059,10.4,0,0,5,8,0
7705,7705150,7705100,0,0,7721736,16927,13252,291,0,12217,17468,18606,10.4,0,0,5,8,0
7715,7715150,7715150,0,0,7731786,16927,13252,291,0,12083,17656,26450,10.4,0,0,5,8,0
7725,7725150,7725150,0,0,7741786,16927,13252,291,0,12338,18170,18744,10.4,0,0,5,8,0
7735,7735150,7735150,0,0,7751778,16927,13330,291,0,12578,437261,529659,11.8,0,0,5,8,0
7745,7745150,7745150,0,0,7761769,16927,13330,291,0,11243,17275,17582,11.8,0,0,5,8,0
7755,7755150,7755150,0,0,7771770,16927,13330,291,0,12421,17352,19106,11.8,0,0,5,8,0
7765,7765150,7765150,0,0,7781778,16927,13330,291,0,12445,18348,18575,11.8,0,0,5,8,0
7775,7775200,7775150,0,0,7791770,16927,13330,291,0,11421,18370,26567,11.8,0,0,5,8,0
7785,7785200,7784700,0,0,7801436,16927,13347,324,0,11556,25695,28728,11.9,0,0,5,8,0
7795,7795200,7795200,0,0,7813501,18592,14625,291,0,16610,3311551,5434707,14.9,0,0,5,8,0
7805,7805200,7805200,0,0,7823501,18592,14625,291,0,12773,21868,34736,14.9,0,0,5,8,0
7815,7815200,7815200,0,0,7833501,18592,14625,291,0,12733,18424,23648,14.6,0,0,5,8,0
7825,7825200,7825200,0,0,7843501,18592,14625,291,0,12619,19573,23953,14.5,0,0,5,8,0
7835,7835200,7835200,0,0,7853501,18592,14625,291,0,12367,18547,30869,14.4,0,0,5,8,0
7845,7845250,7845200,0,0,7863501,18592,14625,291,0,12552,17521,23058,13.6,0,0,5,8,0
7855,7855250,7855200,0,0,7873501,18592,14625,291,0,12117,17666,18640,13.6,0,0,5,8,0
7865,7865250,7865250,0,0,7883501,18592,14625,291,0,12376,17643,24466,13.2,0,0,5,8,0
7875,7875250,7875250,0,0,7893551,18592,14625,291,0,12213,17581,25904,13.2,0,0,5,8,0
7885,7885250,7885250,0,0,7903551,18592,14625,291,0,13307,18177,20667,13.2,0,0,5,8,0
7895,7895250,7895250,0,0,7913551,18592,14625,291,0,11966,18235,28519,13.2,0,0,5,8,0
7905,7905250,7905250,0,0,7923551,18592,14625,291,0,12312,17763,23090,12.5,0,0,5,8,0
7915,7915250,7915250,0,0,7933551,18592,14625,291,0,12427,17173,17801,12.5,0,0,5,8,0
7925,7925250,7925250,0,0,7943551,18592,14625,291,0,12067,19247,25454,12.5,0,0,5,8,0
7935,7935300,7935250,0,0,7953551,18592,14625,291,0,11962,18440,25861,12.5,0,0,5,8,0
7945,7945300,7945300,0,0,7963601,18592,14625,291,0,12472,17945,21272,12.5,0,0,5,8,0
7955,7955300,7955300,0,0,7973601,18592,14625,291,0,12677,17697,18129,12.5,0,0,5,8,0
7965,7965300,7965300,0,0,7983601,18592,14625,291,0,11715,17004,20887,12.1,0,0,5,8,0
7975,7975300,7975300,0,0,7993601,18592,14625,291,0,12224,17534,20389,12.1,0,0,5,8,0
7985,7985300,7985300,0,0,8003601,18592,14625,291,0,12923,16933,17294,12.1,0,0,5,8,0
7995,7995300,7995300,0,0,8013601,18592,14625,291,0,11869,16806,24430,12.0,0,0,5,8,0
8005,8005350,8005300,0,0,8023601,18592,14625,291,0,11940,16866,28232,11.7,0,0,5,8,0
8015,8015350,8015350,0,0,8033651,18592,14625,291,0,12880,17236,19752,11.3,0,0,5,8,0
8025,8025350,8025350,0,0,8043651,18592,14625,291,0,12584,17674,20749,11.3,0,0,5,8,0
8035,8035350,8035350,0,0,8053651,18592,14625,291,0,12102,18844,28410,11.3,0,0,5,8,0
8045,8045350,8045350,0,0,8063651,18592,14625,291,0,12430,18878,21958,11.3,0,0,5,8,0
8055,8055350,8055350,0,0,8073651,18592,14625,291,0,12236,17787,21145,10.6,0,0,5,8,0
8065,8065350,8065350,0,0,8083651,18592,14625,291,0,11948,16671,18330,10.6,0,0,5,8,0
8075,8075400,8075350,0,0,8093651,18592,14625,291,0,12112,17674,19819,10.5,0,0,5,8,0
8085,8085400,8085350,0,0,8103651,18592,14625,291,0,12807,17943,28863,10.8,0,0,5,8,0
8095,8095400,8095400,0,0,8113701,18592,14625,291,0,12424,19092,26537,10.9,0,0,5,8,0
8105,8105400,8105400,0,0,8123701,18592,14625,291,0,11888,18698,19303,11.2,0,0,3,9,0
8115,8115400,8115400,0,0,8133701,18592,14625,291,0,12397,17060,19375,11.2,0,0,3,9,0
8125,8125400,8125400,0,0,8143701,18592,14625,291,0,12616,17098,17859,11.2,0,0,3,9,0
8135,8135400,8135400,0,0,8153701,18592,14625,291,0,11922,16811,17595,11.2,0,0,3,9,0
8145,8145450,8145400,0,0,8163701,18592,14625,291,0,12502,18968,22522,11.2,0,0,3,9,0
8155,8155450,8155400,0,0,8173701,18592,14625,291,0,12632,17452,25869,11.4,0,0,3,9,0
8165,8165450,8165450,0,0,8183751,18592,14625,291,0,11756,17979,18390,11.1,0,0,3,9,0
8175,8175450,8175450,0,0,8193751,18592,14625,291,0,12117,17890,18295,11.1,0,0,3,9,0
8185,8185450,8185450,0,0,8203751,18592,14625,291,0,13134,17364,19929,11.1,0,0,3,9,0
8195,8195450,8195450,0,0,8213751,18592,14625,291,0,11637,18813,28906,11.1,0,0,3,9,0
8205,8205450,8205450,0,0,8223751,18592,14625,291,0,12340,18123,19705,11.1,0,0,3,9,0
8215,8215450,8215450,0,0,8233751,18592,14625,291,0,12253,17156,17687,11.1,0,0,3,9,0
8225,8225500,8225450,0,0,8243751,18592,14625,291,0,12247,18666,26239,11.1,0,0,3,9,0
8235,8235500,8235500,0,0,8253801,18592,14625,291,0,11979,21204,25940,11.1,0,0,3,9,0
8245,8245500,8245500,0,0,8263801,18592,14625,291,0,13165,17234,17677,11.1,0,0,3,9,0
8255,8255500,8255500,0,0,8273801,18592,14625,291,0,12678,17457,22118,11.0,0,0,3,9,0
8265,8265500,8265500,0,0,8283801,18592,14625,291,0,12186,16315,17073,11.0,0,0,3,9,0
8275,8275500,8275500,0,0,8293801,18592,14625,291,0,12417,17244,25064,11.0,0,0,3,9,0
8285,8285550,8285500,0,0,8303801,18592,14625,291,0,12778,16503,17775,11.0,0,0,3,9,0
8295,8295550,8295500,0,0,8313801,18592,14625,291,0,12225,17707,26226,10.8,0,0,3,9,0
8305,8305550,8305198,0,0,8323793,18741,14842,472,0,13223,1411990,1660997,12.7,0,0,3,9,0
8315,8315550,8315550,0,0,8334471,19220,15608,299,0,12598,1425840,3476059,12.8,0,0,3,9,0
8325,8325550,8325550,0,0,8344471,19220,15608,299,0,12477,17059,17572,12.8,0,0,3,9,0
8335,8335550,8335550,0,0,8354471,19220,15608,299,0,11560,19023,44864,12.4,0,0,3,9,0
8345,8345600,8345550,0,0,8364471,19220,15608,299,0,12320,16830,18037,12.1,0,0,3,9,0
8355,8355600,8355550,0,0,8374471,19220,15608,299,0,12147,18401,24968,12.1,0,0,3,9,0
8365,8365600,8365550,0,0,8384471,19220,15608,299,0,11893,17559,21112,12.1,0,0,3,9,0
8375,8375600,8375600,0,0,8394521,19220,15608,299,0,12062,18614,27239,11.6,0,0,3,9,0
8385,8385600,8385600,0,0,8402223,19220,15608,299,0,11482,18697,48565,11.6,0,0,3,9,0
8395,8395600,8395600,0,0,8402223,19220,15608,299,0,13388,18593,23551,11.6,0,0,3,9,0
8405,8405600,8405600,0,0,8402223,19220,15608,299,0,13019,19093,19396,11.6,0,0,3,9,0
